"date","mob.bus","mob.full","mob.bus0"
2021-05-21,0.775,0.87,0.71
2021-05-22,0.825,0.965,0.8
2021-05-23,0.8125,1.005,0.793333333333333
2021-05-24,0.755,0.841666666666667,0.693333333333333
2021-05-25,0.79,0.89,0.723333333333333
2021-05-26,0.765,0.85,0.706666666666667
2021-05-27,0.8125,0.911666666666667,0.743333333333333
2021-05-28,0.73,0.801666666666667,0.673333333333333
2021-05-29,0.72,0.768333333333333,0.686666666666667
2021-05-30,0.6775,0.726666666666667,0.66
2021-05-31,0.645,0.8,0.556666666666667
2021-06-01,0.8,0.89,0.73
2021-06-02,0.8025,0.895,0.733333333333333
2021-06-03,0.7625,0.825,0.693333333333333
2021-06-04,0.7575,0.825,0.7
2021-06-05,0.86,1.035,0.833333333333333
2021-06-06,0.845,1.05333333333333,0.826666666666667
2021-06-07,0.77,0.868333333333333,0.71
2021-06-08,0.7525,0.81,0.696666666666667
2021-06-09,0.805,0.875,0.733333333333333
2021-06-10,0.8275,0.905,0.756666666666667
2021-06-11,0.78,0.846666666666667,0.716666666666667
2021-06-12,0.845,0.973333333333333,0.82
2021-06-13,0.825,0.981666666666667,0.806666666666667
2021-06-14,0.7525,0.821666666666667,0.693333333333333
2021-06-15,0.82,0.895,0.753333333333333
2021-06-16,0.8125,0.901666666666667,0.746666666666667
2021-06-17,0.825,0.913333333333333,0.756666666666667
2021-06-18,0.7875,0.891666666666667,0.726666666666667
2021-06-19,0.8425,0.985,0.816666666666667
2021-06-20,0.83,1.03166666666667,0.813333333333333
2021-06-21,0.765,0.845,0.71
2021-06-22,0.7525,0.798333333333333,0.696666666666667
2021-06-23,0.82,0.906666666666667,0.76
2021-06-24,0.8225,0.905,0.756666666666667
2021-06-25,0.785,0.876666666666667,0.726666666666667
2021-06-26,0.8275,0.971666666666667,0.806666666666667
2021-06-27,0.8125,0.998333333333333,0.793333333333333
2021-06-28,0.7525,0.831666666666667,0.696666666666667
2021-06-29,0.7425,0.826666666666667,0.686666666666667
2021-06-30,0.76,0.85,0.7
2021-07-01,0.7625,0.82,0.7
2021-07-02,0.765,0.83,0.693333333333333
2021-07-03,0.8025,0.87,0.766666666666667
2021-07-04,0.795,1.03833333333333,0.773333333333333
2021-07-05,0.6375,0.801666666666667,0.553333333333333
2021-07-06,0.7575,0.843333333333333,0.7
2021-07-07,0.7875,0.883333333333333,0.72
2021-07-08,0.755,0.825,0.683333333333333
